time,"P(B_JM1|XBVM1)","V(B_JM1|XBVM1)","P(B_JM2|XBVM1)","V(B_JM2|XBVM1)","P(B_JS1|XBVM1)","V(B_JS1|XBVM1)","P(B_JS2|XBVM1)","V(B_JS2|XBVM1)","V(N6|XBVM1)","V(SL1)","I(L_PSL|XBVM1)","I(L_SL|XBVM1)","P(B_LD1)","V(B_LD1)","I(B_LD1)","P(B_LD2)","V(B_LD2)","I(B_LD2)","P(B_LD3)","V(B_LD3)","I(B_LD3)","P(B_LD4)","V(B_LD4)","I(B_LD4)","P(B_LD5)","V(B_LD5)","I(B_LD5)","P(B_LD6)","V(B_LD6)","I(B_LD6)","P(B_LD7)","V(B_LD7)","I(B_LD7)","P(B_LD8)","V(B_LD8)","I(B_LD8)","P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","V(IN)","V(OUT)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)","I(R_LOAD)","I(I_IBIAS)","I(I_WL1)","I(I_BL1)","I(I_SE1)"
1.296500e-10,5.924420e+00,-2.504943e-05,-6.958417e-02,1.669507e-04,-6.207624e+01,-3.861551e-04,-6.219761e+01,-1.007446e-04,1.036167e-04,7.306403e-05,1.611408e-06,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,-1.709382e-02,-4.393552e-05,1.611408e-06,4.348965e+01,3.571116e-04,1.611408e-06,2.918087e-01,5.746703e-05,2.026396e-05,3.605736e-01,-4.892989e-05,2.212191e-05,4.245482e-04,-5.291801e-05,1.611408e-06,-5.291801e-06,-2.039398e-05,1.460602e-05,3.500000e-05,1.741425e-06,-2.224086e-06,-5.291801e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.296625e-10,5.923459e+00,-2.557585e-05,-6.310392e-02,1.743375e-04,-6.209094e+01,-3.883917e-04,-6.220180e+01,-1.202418e-04,1.218807e-04,8.965604e-05,1.765919e-06,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,-1.875408e-02,-4.350645e-05,1.765919e-06,4.350337e+01,3.656469e-04,1.765919e-06,2.940812e-01,6.225318e-05,2.010049e-05,3.587365e-01,-4.783212e-05,2.220404e-05,4.377077e-04,-5.250885e-05,1.765919e-06,-5.250885e-06,-2.022103e-05,1.477897e-05,3.500000e-05,1.886460e-06,-2.174187e-06,-5.250885e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.296750e-10,5.922478e+00,-2.607422e-05,-5.634554e-02,1.815993e-04,-6.210573e+01,-3.903504e-04,-6.220674e+01,-1.396959e-04,1.400889e-04,1.062219e-04,1.917905e-06,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,-2.039740e-02,-4.304293e-05,1.917905e-06,4.351742e+01,3.740074e-04,1.917905e-06,2.965329e-01,6.691158e-05,1.993262e-05,3.569422e-01,-4.667865e-05,2.228293e-05,4.505653e-04,-5.203507e-05,1.917905e-06,-5.203507e-06,-2.004233e-05,1.495767e-05,3.500000e-05,2.027624e-06,-2.121757e-06,-5.203507e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.296875e-10,5.921479e+00,-2.654386e-05,-4.931388e-02,1.887305e-04,-6.212059e+01,-3.920346e-04,-6.221241e+01,-1.590896e-04,1.582257e-04,1.227457e-04,2.067377e-06,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,-2.202247e-02,-4.254538e-05,2.067377e-06,4.353178e+01,3.821858e-04,2.067377e-06,2.991591e-01,7.143733e-05,1.976079e-05,3.551927e-01,-4.547134e-05,2.235845e-05,4.631088e-04,-5.149757e-05,2.067377e-06,-5.149757e-06,-1.985819e-05,1.514181e-05,3.500000e-05,2.164768e-06,-2.066879e-06,-5.149757e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297000e-10,5.920463e+00,-2.698412e-05,-4.201400e-02,1.957254e-04,-6.213550e+01,-3.934482e-04,-6.221882e+01,-1.784056e-04,1.762755e-04,1.392120e-04,2.214343e-06,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,-2.362800e-02,-4.201429e-05,2.214343e-06,4.354644e+01,3.901748e-04,2.214343e-06,3.019544e-01,7.582584e-05,1.958548e-05,3.534901e-01,-4.421213e-05,2.243049e-05,4.753263e-04,-5.089731e-05,2.214343e-06,-5.089731e-06,-1.966889e-05,1.533111e-05,3.500000e-05,2.297753e-06,-2.009642e-06,-5.089731e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297125e-10,5.919431e+00,-2.739439e-05,-3.445120e-02,2.025784e-04,-6.215046e+01,-3.945954e-04,-6.222596e+01,-1.976263e-04,1.942226e-04,1.556051e-04,2.358811e-06,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,-2.521275e-02,-4.145013e-05,2.358811e-06,4.356141e+01,3.979673e-04,2.358811e-06,3.049138e-01,8.007283e-05,1.940710e-05,3.518362e-01,-4.290303e-05,2.249894e-05,4.872061e-04,-5.023537e-05,2.358811e-06,-5.023537e-06,-1.947474e-05,1.552526e-05,3.500000e-05,2.426449e-06,-1.950138e-06,-5.023537e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297250e-10,5.918383e+00,-2.777410e-05,-2.663096e-02,2.092840e-04,-6.216546e+01,-3.954802e-04,-6.223383e+01,-2.167343e-04,2.120516e-04,1.719097e-04,2.500786e-06,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,-2.677545e-02,-4.085341e-05,2.500786e-06,4.357667e+01,4.055560e-04,2.500786e-06,3.080316e-01,8.417435e-05,1.922610e-05,3.502329e-01,-4.154610e-05,2.256370e-05,4.987370e-04,-4.951291e-05,2.500786e-06,-4.951291e-06,-1.927605e-05,1.572395e-05,3.500000e-05,2.550738e-06,-1.888459e-06,-4.951291e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297375e-10,5.917322e+00,-2.812271e-05,-1.855898e-02,2.158369e-04,-6.218050e+01,-3.961072e-04,-6.224242e+01,-2.357119e-04,2.297467e-04,1.881105e-04,2.640269e-06,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,-2.831489e-02,-4.022467e-05,2.640269e-06,4.359221e+01,4.129339e-04,2.640269e-06,3.113023e-01,8.812677e-05,1.904289e-05,3.486820e-01,-4.014348e-05,2.262469e-05,5.099079e-04,-4.873117e-05,2.640269e-06,-4.873117e-06,-1.907313e-05,1.592687e-05,3.500000e-05,2.670508e-06,-1.824704e-06,-4.873117e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297500e-10,5.916248e+00,-2.843972e-05,-1.024116e-02,2.222319e-04,-6.219554e+01,-3.964810e-04,-6.225173e+01,-2.545412e-04,2.472925e-04,2.041924e-04,2.777254e-06,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,-2.982985e-02,-3.956446e-05,2.777254e-06,4.360803e+01,4.200942e-04,2.777254e-06,3.147203e-01,9.192677e-05,1.885788e-05,3.471851e-01,-3.869736e-05,2.268183e-05,5.207081e-04,-4.789147e-05,2.777254e-06,-4.789147e-06,-1.886629e-05,1.613371e-05,3.500000e-05,2.785660e-06,-1.758971e-06,-4.789147e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297625e-10,5.915163e+00,-2.872467e-05,-1.683594e-03,2.284638e-04,-6.221060e+01,-3.966065e-04,-6.226175e+01,-2.732044e-04,2.646733e-04,2.201406e-04,2.911730e-06,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,-3.131915e-02,-3.887335e-05,2.911730e-06,4.362411e+01,4.270300e-04,2.911730e-06,3.182796e-01,9.557134e-05,1.867147e-05,3.457440e-01,-3.720998e-05,2.273504e-05,5.311274e-04,-4.699522e-05,2.911730e-06,-4.699522e-06,-1.865584e-05,1.634416e-05,3.500000e-05,2.896101e-06,-1.691363e-06,-4.699522e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297750e-10,5.914067e+00,-2.897714e-05,7.107432e-03,2.345276e-04,-6.222566e+01,-3.964885e-04,-6.227248e+01,-2.916834e-04,2.818735e-04,2.359404e-04,3.043675e-06,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,-3.278164e-02,-3.815193e-05,3.043675e-06,4.364046e+01,4.337346e-04,3.043675e-06,3.219743e-01,9.905777e-05,1.848403e-05,3.443601e-01,-3.568363e-05,2.278426e-05,5.411559e-04,-4.604389e-05,3.043675e-06,-4.604389e-06,-1.844211e-05,1.655789e-05,3.500000e-05,3.001751e-06,-1.621983e-06,-4.604389e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.297875e-10,5.912963e+00,-2.919675e-05,1.612544e-02,2.404186e-04,-6.224071e+01,-3.961323e-04,-6.228390e+01,-3.099604e-04,2.988777e-04,2.515773e-04,3.173060e-06,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,-3.421616e-02,-3.740082e-05,3.173060e-06,4.365705e+01,4.402015e-04,3.173060e-06,3.257983e-01,1.023837e-04,1.829593e-05,3.430348e-01,-3.412063e-05,2.282944e-05,5.507839e-04,-4.503905e-05,3.173060e-06,-4.503905e-06,-1.822540e-05,1.677460e-05,3.500000e-05,3.102535e-06,-1.550938e-06,-4.503905e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298000e-10,5.911851e+00,-2.938315e-05,2.536379e-02,2.461321e-04,-6.225575e+01,-3.955433e-04,-6.229601e+01,-3.280171e-04,3.156704e-04,2.670371e-04,3.299848e-06,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,-3.562161e-02,-3.662066e-05,3.299848e-06,4.367389e+01,4.464242e-04,3.299848e-06,3.297455e-01,1.055469e-04,1.810749e-05,3.417695e-01,-3.252336e-05,2.287054e-05,5.600023e-04,-4.398233e-05,3.299848e-06,-4.398233e-06,-1.800603e-05,1.699397e-05,3.500000e-05,3.198390e-06,-1.478335e-06,-4.398233e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298125e-10,5.910732e+00,-2.953604e-05,3.481564e-02,2.516634e-04,-6.227075e+01,-3.947271e-04,-6.230881e+01,-3.458354e-04,3.322360e-04,2.823055e-04,3.423986e-06,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,-3.699690e-02,-3.581209e-05,3.423986e-06,4.369095e+01,4.523966e-04,3.423986e-06,3.338098e-01,1.085456e-04,1.791904e-05,3.405654e-01,-3.089422e-05,2.290751e-05,5.688022e-04,-4.287541e-05,3.423986e-06,-4.287541e-06,-1.778431e-05,1.721569e-05,3.500000e-05,3.289259e-06,-1.404283e-06,-4.287541e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298250e-10,5.909608e+00,-2.965514e-05,4.447399e-02,2.570082e-04,-6.228572e+01,-3.936892e-04,-6.232228e+01,-3.633973e-04,3.485592e-04,2.973690e-04,3.545415e-06,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,-3.834095e-02,-3.497579e-05,3.545415e-06,4.370824e+01,4.581125e-04,3.545415e-06,3.379847e-01,1.113782e-04,1.773088e-05,3.394238e-01,-2.923564e-05,2.294034e-05,5.771753e-04,-4.172007e-05,3.545415e-06,-4.172007e-06,-1.756056e-05,1.743944e-05,3.500000e-05,3.375095e-06,-1.328893e-06,-4.172007e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298375e-10,5.908481e+00,-2.974025e-05,5.433168e-02,2.621623e-04,-6.230065e+01,-3.924355e-04,-6.233640e+01,-3.806847e-04,3.646246e-04,3.122137e-04,3.664059e-06,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,-3.965274e-02,-3.411247e-05,3.664059e-06,4.372574e+01,4.635660e-04,3.664059e-06,3.422641e-01,1.140433e-04,1.754329e-05,3.383457e-01,-2.755008e-05,2.296900e-05,5.851135e-04,-4.051812e-05,3.664059e-06,-4.051812e-06,-1.733509e-05,1.766491e-05,3.500000e-05,3.455859e-06,-1.252276e-06,-4.051812e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298500e-10,5.907351e+00,-2.979117e-05,6.438140e-02,2.671215e-04,-6.231552e+01,-3.909721e-04,-6.235118e+01,-3.976795e-04,3.804170e-04,3.268266e-04,3.779833e-06,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,-4.093124e-02,-3.322284e-05,3.779833e-06,4.374345e+01,4.687516e-04,3.779833e-06,3.466415e-01,1.165401e-04,1.735653e-05,3.373320e-01,-2.584001e-05,2.299348e-05,5.926093e-04,-3.927145e-05,3.779833e-06,-3.927145e-06,-1.710821e-05,1.789179e-05,3.500000e-05,3.531517e-06,-1.174546e-06,-3.927145e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298625e-10,5.906219e+00,-2.980777e-05,7.461566e-02,2.718821e-04,-6.233034e+01,-3.893050e-04,-6.236660e+01,-4.143636e-04,3.959211e-04,3.411944e-04,3.892637e-06,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,-4.217547e-02,-3.230763e-05,3.892637e-06,4.376134e+01,4.736635e-04,3.892637e-06,3.511105e-01,1.188675e-04,1.717081e-05,3.363837e-01,-2.410793e-05,2.301379e-05,5.996554e-04,-3.798199e-05,3.892637e-06,-3.798199e-06,-1.688022e-05,1.811978e-05,3.500000e-05,3.602045e-06,-1.095815e-06,-3.798199e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298750e-10,5.905088e+00,-2.978993e-05,8.502686e-02,2.764403e-04,-6.234509e+01,-3.874406e-04,-6.238265e+01,-4.307194e-04,4.111219e-04,3.553044e-04,4.002361e-06,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,-4.338448e-02,-3.136760e-05,4.002361e-06,4.377942e+01,4.782965e-04,4.002361e-06,3.556646e-01,1.210250e-04,1.698637e-05,3.355015e-01,-2.235635e-05,2.302994e-05,6.062452e-04,-3.665173e-05,4.002361e-06,-3.665173e-06,-1.665143e-05,1.834857e-05,3.500000e-05,3.667424e-06,-1.016198e-06,-3.665173e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.298875e-10,5.903957e+00,-2.973760e-05,9.560725e-02,2.807925e-04,-6.235976e+01,-3.853852e-04,-6.239931e+01,-4.467290e-04,4.260044e-04,3.691440e-04,4.108878e-06,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,-4.455733e-02,-3.040354e-05,4.108878e-06,4.379766e+01,4.826456e-04,4.108878e-06,3.602975e-01,1.230122e-04,1.680338e-05,3.346861e-01,-2.058776e-05,2.304194e-05,6.123723e-04,-3.528270e-05,4.108878e-06,-3.528270e-06,-1.642214e-05,1.857786e-05,3.500000e-05,3.727644e-06,-9.358074e-07,-3.528270e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299000e-10,5.902830e+00,-2.965076e-05,1.063489e-01,2.849355e-04,-6.237436e+01,-3.831453e-04,-6.241657e+01,-4.623748e-04,4.405538e-04,3.827011e-04,4.212051e-06,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,-4.569314e-02,-2.941623e-05,4.212051e-06,4.381607e+01,4.867058e-04,4.212051e-06,3.650026e-01,1.248290e-04,1.662200e-05,3.339382e-01,-1.880469e-05,2.304981e-05,6.180309e-04,-3.387699e-05,4.212051e-06,-3.387699e-06,-1.619265e-05,1.880735e-05,3.500000e-05,3.782697e-06,-8.547587e-07,-3.387699e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299125e-10,5.901706e+00,-2.952943e-05,1.172439e-01,2.888660e-04,-6.238886e+01,-3.807274e-04,-6.243442e+01,-4.776396e-04,4.547554e-04,3.959635e-04,4.311731e-06,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,-4.679102e-02,-2.840649e-05,4.311731e-06,4.383462e+01,4.904724e-04,4.311731e-06,3.697734e-01,1.264754e-04,1.644239e-05,3.332581e-01,-1.700965e-05,2.305359e-05,6.232155e-04,-3.243669e-05,4.311731e-06,-3.243669e-06,-1.596325e-05,1.903675e-05,3.500000e-05,3.832586e-06,-7.731657e-07,-3.243669e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299250e-10,5.900588e+00,-2.937367e-05,1.282840e-01,2.925811e-04,-6.240327e+01,-3.781383e-04,-6.245284e+01,-4.925062e-04,4.685949e-04,4.089197e-04,4.407755e-06,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,-4.785015e-02,-2.737517e-05,4.407755e-06,4.385332e+01,4.939411e-04,4.407755e-06,3.746036e-01,1.279514e-04,1.626467e-05,3.326464e-01,-1.520513e-05,2.305331e-05,6.279211e-04,-3.096397e-05,4.407755e-06,-3.096397e-06,-1.573423e-05,1.926577e-05,3.500000e-05,3.877316e-06,-6.911422e-07,-3.096397e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299375e-10,5.899476e+00,-2.918357e-05,1.394611e-01,2.960781e-04,-6.241758e+01,-3.753848e-04,-6.247181e+01,-5.069579e-04,4.820579e-04,4.215583e-04,4.499950e-06,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,-4.886973e-02,-2.632311e-05,4.499950e-06,4.387213e+01,4.971077e-04,4.499950e-06,3.794866e-01,1.292576e-04,1.608892e-05,3.321034e-01,-1.339364e-05,2.304903e-05,6.321432e-04,-2.946101e-05,4.499950e-06,-2.946101e-06,-1.550587e-05,1.949413e-05,3.500000e-05,3.916898e-06,-6.088017e-07,-2.946101e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299500e-10,5.898373e+00,-2.895929e-05,1.507668e-01,2.993544e-04,-6.243178e+01,-3.724735e-04,-6.249133e+01,-5.209782e-04,4.951306e-04,4.338683e-04,4.588132e-06,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,-4.984898e-02,-2.525120e-05,4.588132e-06,4.389107e+01,4.999681e-04,4.588132e-06,3.844160e-01,1.303945e-04,1.591525e-05,3.316292e-01,-1.157765e-05,2.304080e-05,6.358779e-04,-2.793002e-05,4.588132e-06,-2.793002e-06,-1.527846e-05,1.972154e-05,3.500000e-05,3.951347e-06,-5.262568e-07,-2.793002e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
1.299625e-10,5.897278e+00,-2.870100e-05,1.621927e-01,3.024076e-04,-6.244587e+01,-3.694115e-04,-6.251137e+01,-5.345510e-04,5.077990e-04,4.458387e-04,4.672109e-06,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,-5.078716e-02,-2.416033e-05,4.672109e-06,4.391010e+01,5.025188e-04,4.672109e-06,3.893854e-01,1.313626e-04,1.574370e-05,3.312241e-01,-9.759630e-06,2.302867e-05,6.391214e-04,-2.637323e-05,4.672109e-06,-2.637323e-06,-1.505227e-05,1.994773e-05,3.500000e-05,3.980685e-06,-4.436196e-07,-2.637323e-06,3.500000e-05,0.000000e+00,0.000000e+00,0.000000e+00
